0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[0.19343157894736843],[0.23412631578947368],[0.2615789473684211],[0.26663157894736844],[0.33406315789473684],[0.35585263157894736],[0.3683157894736842],[0.42301052631578945],[0.4380842105263158],[0.4792],[0.48597894736842107],[0.5071789473684211],[0.4805684210526316],[0.4248842105263158],[0.38642105263157894],[0.3680421052631579],[0.4532421052631579],[0.500821052631579],[0.528821052631579],[0.5538947368421052],[0.5661684210526315],[0.5934315789473684],[0.6044421052631579],[0.6190736842105263],[0.6349473684210526],[0.6428631578947368]
[0.2143578947368421],[0.21810526315789475],[0.2524],[0.2697894736842105],[0.31562105263157897],[0.3677894736842105],[0.36901052631578946],[0.40189473684210525],[0.4256842105263158],[0.5074947368421052],[0.4938315789473684],[0.5085052631578947],[0.4734315789473684],[0.45389473684210524],[0.4051368421052632],[0.36536842105263156],[0.4689894736842105],[0.5124631578947368],[0.538021052631579],[0.5686315789473684],[0.5872631578947368],[0.6146105263157895],[0.6331578947368421],[0.6373263157894736],[0.6504421052631579],[0.6546315789473685]
