0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[0.578],[0.572],[0.54],[0.53],[0.576],[0.568],[0.55],[0.568],[0.566],[0.534],[0.508],[0.64],[0.634],[0.524],[0.554],[0.542],[0.62],[0.636],[0.6],[0.584],[0.576],[0.568],[0.552],[0.56],[0.576],[0.588]
[0.7],[0.488],[0.61],[0.526],[0.62],[0.666],[0.546],[0.592],[0.542],[0.672],[0.654],[0.694],[0.67],[0.65],[0.632],[0.644],[0.66],[0.668],[0.652],[0.636],[0.658],[0.66],[0.648],[0.654],[0.658],[0.636]
