0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[0.20115789473684212],[0.23042105263157894],[0.25694736842105265],[0.25557894736842107],[0.31894736842105265],[0.33210526315789474],[0.34589473684210525],[0.39221052631578945],[0.40589473684210525],[0.43505263157894736],[0.4393684210526316],[0.4461052631578947],[0.4281052631578947],[0.3853684210526316],[0.35157894736842105],[0.33673684210526317],[0.4127368421052632],[0.4553684210526316],[0.4805263157894737],[0.5031578947368421],[0.5106315789473684],[0.53],[0.5349473684210526],[0.5445263157894736],[0.5463157894736842],[0.5464210526315789]
[0.22021052631578947],[0.21747368421052632],[0.24178947368421053],[0.26105263157894737],[0.30915789473684213],[0.3426315789473684],[0.34210526315789475],[0.372],[0.3851578947368421],[0.4665263157894737],[0.45063157894736844],[0.4556842105263158],[0.42505263157894735],[0.41726315789473684],[0.3665263157894737],[0.33357894736842103],[0.4242105263157895],[0.4650526315789474],[0.49094736842105263],[0.5157894736842106],[0.535157894736842],[0.552],[0.5613684210526316],[0.5593684210526316],[0.5734736842105264],[0.5724210526315789]
