0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.20757894736842106],[0.25852631578947366],[0.2791578947368421],[0.2889473684210526],[0.3201052631578947],[0.3312631578947368],[0.35526315789473684],[0.37684210526315787],[0.39789473684210525],[0.422],[0.44284210526315787],[0.3831578947368421],[0.35526315789473684],[0.3394736842105263],[0.3158947368421053],[0.3046315789473684],[0.3196842105263158],[0.2976842105263158],[0.27989473684210525],[0.2614736842105263],[0.22231578947368422]
[0.19757894736842105],[0.22726315789473683],[0.2668421052631579],[0.29442105263157897],[0.3294736842105263],[0.3412631578947368],[0.3443157894736842],[0.3774736842105263],[0.3950526315789474],[0.4304210526315789],[0.44526315789473686],[0.37326315789473685],[0.35126315789473683],[0.3591578947368421],[0.31073684210526314],[0.2926315789473684],[0.2910526315789474],[0.26463157894736844],[0.25],[0.23357894736842105],[0.19463157894736843]
[0.18589473684210525],[0.2285263157894737],[0.2505263157894737],[0.2768421052631579],[0.3058947368421053],[0.3425263157894737],[0.3738947368421053],[0.391578947368421],[0.41010526315789475],[0.42947368421052634],[0.4610526315789474],[0.4031578947368421],[0.38326315789473686],[0.35378947368421054],[0.34778947368421054],[0.33031578947368423],[0.28589473684210526],[0.27631578947368424],[0.25673684210526315],[0.22431578947368422],[0.20526315789473684]
