0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.20770526315789473],[0.2672842105263158],[0.29185263157894736],[0.31301052631578946],[0.3471157894736842],[0.36730526315789475],[0.4064421052631579],[0.4339157894736842],[0.46010526315789474],[0.47797894736842106],[0.5174736842105263],[0.43473684210526314],[0.39829473684210526],[0.3815368421052632],[0.35018947368421055],[0.3279157894736842],[0.3414736842105263],[0.31913684210526316],[0.2969684210526316],[0.2693263157894737],[0.23545263157894736]
[0.19692631578947367],[0.23583157894736842],[0.29122105263157894],[0.3223578947368421],[0.35753684210526315],[0.37934736842105266],[0.4026526315789474],[0.42938947368421054],[0.4593894736842105],[0.5002105263157894],[0.5220210526315789],[0.4296],[0.4034315789473684],[0.38909473684210527],[0.3349684210526316],[0.30970526315789476],[0.3082736842105263],[0.2749473684210526],[0.26105263157894737],[0.23734736842105264],[0.19511578947368421]
[0.1863578947368421],[0.24189473684210527],[0.27877894736842107],[0.3144],[0.34585263157894736],[0.3912842105263158],[0.4206947368421053],[0.44989473684210524],[0.4781684210526316],[0.5013052631578947],[0.5382105263157895],[0.4610526315789474],[0.4286105263157895],[0.38330526315789476],[0.3873473684210526],[0.35341052631578945],[0.31073684210526314],[0.29414736842105266],[0.2717052631578947],[0.23012631578947368],[0.2108]
