0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.762],[0.636],[0.658],[0.612],[0.576],[0.59],[0.562],[0.57],[0.582],[0.614],[0.644],[0.584],[0.524],[0.524],[0.496],[0.474],[0.536],[0.48],[0.458],[0.442],[0.392]
[0.802],[0.688],[0.664],[0.688],[0.664],[0.716],[0.678],[0.666],[0.668],[0.7],[0.672],[0.66],[0.618],[0.594],[0.582],[0.482],[0.58],[0.488],[0.448],[0.418],[0.41]
[0.758],[0.702],[0.656],[0.642],[0.588],[0.562],[0.566],[0.564],[0.584],[0.552],[0.602],[0.514],[0.454],[0.416],[0.426],[0.47],[0.508],[0.484],[0.518],[0.348],[0.368]
