0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.9972],[0.8108],[0.75],[0.6752],[0.6332],[0.6392],[0.6156],[0.622],[0.6236],[0.6692],[0.66],[0.5656],[0.5072],[0.5112],[0.4656],[0.4844],[0.5276],[0.5028],[0.4616],[0.4472],[0.4184]
[1.0],[0.8548],[0.7972],[0.792],[0.7496],[0.7572],[0.714],[0.7104],[0.7192],[0.7468],[0.7272],[0.6928],[0.674],[0.6468],[0.6428],[0.5436],[0.6088],[0.5388],[0.5284],[0.4264],[0.434]
[0.9832],[0.8316],[0.7432],[0.7096],[0.6504],[0.6236],[0.6204],[0.624],[0.6212],[0.6112],[0.6192],[0.5388],[0.484],[0.4776],[0.4796],[0.524],[0.5324],[0.5288],[0.5404],[0.4056],[0.3876]
