0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.897169921875,0.29520806884765627,0.3087982482910156,0.40088238525390624,0.35318243408203126,0.2942887573242188,0.32245947265625,0.3912139587402344,0.2946753845214844,0.3213720703125,0.2741694946289063,0.31514208984375,0.33809375,0.2741451416015625,0.5031746520996093,0.3317270202636719,0.2875459899902344,0.3600794677734375,0.34479931640625,0.315013671875
0.8324400024414063,0.9289877319335937,0.3060619812011719,0.4118067626953125,0.3373662109375,0.2939249877929688,0.3414504089355469,0.42597705078125,0.33969869995117186,0.334580810546875,0.2780122680664063,0.3267760009765625,0.3544361572265625,0.28072406005859374,0.47829385375976563,0.3360125732421875,0.292700927734375,0.35566455078125,0.33988262939453123,0.34485693359375
0.8282557983398438,0.8846761474609375,0.9019180908203125,0.4280640869140625,0.3452789916992188,0.32530722045898436,0.315576171875,0.44775057983398436,0.35114804077148437,0.3564074401855469,0.29392169189453127,0.34451223754882815,0.34560552978515624,0.29396533203125,0.535264404296875,0.355025146484375,0.3109789123535156,0.3551174621582031,0.39995297241210936,0.33558197021484376
0.8123681640625,0.872822509765625,0.8401660766601563,0.9141178588867187,0.35233612060546876,0.32284320068359373,0.3304959716796875,0.4301460266113281,0.36138961791992186,0.35352386474609376,0.27757470703125,0.3311317138671875,0.33203231811523437,0.30199591064453124,0.49212286376953124,0.37148117065429687,0.30351171875,0.32402838134765627,0.4073289794921875,0.343439697265625
0.8188341064453125,0.869450927734375,0.831251220703125,0.8735718994140625,0.9178671875,0.3104154052734375,0.36828265380859376,0.416583984375,0.3498915405273437,0.38805242919921873,0.28146527099609375,0.34653533935546876,0.32974560546875,0.3109373474121094,0.5297091064453125,0.35380645751953127,0.2898284912109375,0.34043634033203124,0.3672344970703125,0.320569580078125
0.809402587890625,0.8690947265625,0.8082584228515625,0.84856591796875,0.8772276611328125,0.8735405883789062,0.36708404541015627,0.45002725219726564,0.32909588623046876,0.3638853759765625,0.2781669921875,0.35767156982421877,0.36449700927734374,0.31258642578125,0.4711026611328125,0.34475747680664065,0.29564828491210937,0.330571044921875,0.351185546875,0.3377357482910156
0.8011029663085938,0.8616669921875,0.821491455078125,0.8429521484375,0.8623951416015625,0.8589652099609375,0.86059765625,0.4342801513671875,0.3356566162109375,0.35705560302734374,0.273888427734375,0.3568514404296875,0.35357028198242185,0.31605364990234375,0.465104736328125,0.3492021179199219,0.317205810546875,0.32790087890625,0.377489013671875,0.3306686706542969
0.8304677734375,0.8615791015625,0.8397886962890625,0.8486641845703125,0.8640606689453125,0.8240474853515625,0.818732421875,0.90573876953125,0.3287679443359375,0.43012042236328124,0.29198135375976564,0.3630511169433594,0.3263974609375,0.330080810546875,0.5301170043945312,0.34973126220703127,0.31471490478515624,0.36762567138671876,0.40865887451171873,0.34732977294921874
0.8301550903320313,0.8705264282226562,0.8378776245117188,0.8641784057617188,0.8714434814453125,0.81313037109375,0.8098936767578125,0.8726282958984375,0.9003046875,0.40292034912109376,0.30554531860351564,0.37549676513671876,0.346474853515625,0.33986053466796873,0.48033770751953125,0.3370304870605469,0.3087877502441406,0.35370651245117185,0.3896124267578125,0.3494190673828125
0.8465584716796875,0.8660120849609375,0.8369613037109375,0.8320988159179687,0.8677664794921875,0.8104110717773437,0.786827880859375,0.8526973266601563,0.8635782470703125,0.9184058837890625,0.2989226379394531,0.36710873413085937,0.3567916259765625,0.3488304443359375,0.5165582275390626,0.36747723388671877,0.3135228271484375,0.34922418212890627,0.4175983276367187,0.34875692749023435
0.85954541015625,0.8683267822265625,0.8510410766601563,0.8431493530273437,0.8736875,0.8106338500976562,0.7979805908203125,0.8609241333007812,0.849901611328125,0.8830684814453125,0.87823583984375,0.367757568359375,0.34648504638671873,0.34458251953125,0.507891845703125,0.3725975646972656,0.32688104248046873,0.3517464599609375,0.3897904052734375,0.35393988037109375
0.81245947265625,0.8367352905273437,0.8355177001953125,0.85390625,0.8639029541015625,0.8211382446289063,0.8150841064453125,0.8516290283203125,0.8493310546875,0.838513916015625,0.5194888305664063,0.3671844787597656,0.35816217041015624,0.38102886962890625,0.4765836181640625,0.35552105712890625,0.32311041259765627,0.36476959228515626,0.379661376953125,0.3550158996582031
0.7986875,0.8036966552734375,0.8253037109375,0.8030904541015625,0.8465892333984375,0.823876220703125,0.8045723876953125,0.7812289428710938,0.783936279296875,0.6492907104492187,0.518953857421875,0.38382028198242185,0.34801416015625,0.34162603759765625,0.5388292846679688,0.35251559448242187,0.32415289306640627,0.35942816162109376,0.4202111206054687,0.33635321044921873
0.7870223999023438,0.80724169921875,0.7960428466796875,0.8081356201171875,0.8257262573242188,0.8146256713867187,0.7782681274414063,0.7692759399414062,0.62659814453125,0.6489219970703125,0.49186212158203124,0.35344451904296875,0.341076416015625,0.34588330078125,0.47543359375,0.32885498046875,0.3182919921875,0.3398251953125,0.38482440185546873,0.327976318359375
0.79343115234375,0.808224365234375,0.7812838134765625,0.78349609375,0.8053289794921875,0.814384521484375,0.772520263671875,0.67417822265625,0.682217529296875,0.6438045043945313,0.5055726318359375,0.35807382202148436,0.34242694091796877,0.33185467529296875,0.5249530029296875,0.353105712890625,0.3195867919921875,0.32727764892578126,0.3711552734375,0.3325777587890625
0.80594091796875,0.7905770263671875,0.7999451904296875,0.806070556640625,0.8182525634765625,0.8096485595703125,0.74879931640625,0.667945068359375,0.6546678466796875,0.6993565673828125,0.494787841796875,0.36794927978515624,0.32946688842773436,0.340097412109375,0.4946497802734375,0.34611480712890624,0.32124853515625,0.3349117431640625,0.373590087890625,0.3536673583984375
0.7995496826171875,0.7663389282226563,0.77674072265625,0.75164208984375,0.7732843017578125,0.7035261840820313,0.6689869995117188,0.6334618530273437,0.6182989501953124,0.6866144409179687,0.48799609375,0.35925860595703124,0.34963983154296874,0.3119185791015625,0.4830062255859375,0.39166070556640625,0.32269476318359375,0.35074261474609375,0.3942720947265625,0.3344571533203125
0.7558338623046875,0.7685363159179688,0.7483851928710937,0.7164852905273438,0.6635524291992188,0.66948779296875,0.6593233642578125,0.5786953125,0.6232882690429687,0.636070068359375,0.48176934814453126,0.3458975219726563,0.32960818481445314,0.3027840576171875,0.49985159301757814,0.361961669921875,0.3080549621582031,0.34835018920898436,0.35182562255859373,0.3389017639160156
0.7419307861328125,0.7105023803710937,0.7178284912109375,0.6600008544921875,0.69839208984375,0.624715087890625,0.657955810546875,0.6034200439453125,0.5424135131835938,0.61623388671875,0.43738015747070313,0.37238446044921875,0.33426220703125,0.2998241577148438,0.553660400390625,0.3528558044433594,0.2991357421875,0.34649053955078124,0.3584447937011719,0.34165225219726564
