iter,clu,keep,forget,bonus
0,1.0,1.0,1.0,0.0
1,0.9909333333333333,0.9909333333333333,1.0,0.0
2,0.9591111111111111,0.9591111111111111,1.0,0.0
3,0.9735666666666667,0.9735666666666667,1.0,0.0021999999999999797
4,0.9780533333333333,0.9780533333333333,1.0,0.0015733333333333376
5,0.9713555555555555,0.9713555555555555,1.0,0.0
6,0.9611809523809524,0.9611809523809524,1.0,0.0
7,0.9308166666666666,0.9308166666666666,1.0,0.0
8,0.9113481481481481,0.9113481481481481,1.0,0.0
9,0.9321466666666667,0.9321466666666667,1.0,0.0008266666666666645
10,0.8748297066666666,0.914711111111111,0.9564,0.0
11,0.8642083833333333,0.9034166666666666,0.9566,0.0004666666666666569
12,0.8696866471957673,0.9211047619047619,0.9441777777777779,0.0004190476190476205
13,0.8548161074074074,0.9287777777777777,0.9203666666666668,0.002066666666666661
14,0.8750901120000001,0.9412,0.92976,0.0016266666666666652
15,0.8739131703703704,0.9594444444444444,0.9108533333333334,0.005066666666666664
16,0.8707050107936508,0.9663047619047619,0.9010666666666667,0.005923809523809506
17,0.8821917133333333,0.97075,0.9087733333333333,0.005283333333333334
18,0.8760431407407407,0.9714814814814815,0.90176,0.005614814814814813
19,0.8780712135111111,0.9607466666666666,0.9139466666666667,0.0016133333333333334
20,0.8815147571717172,0.9661212121212122,0.9124266666666667,0.001987878787878791
21,0.8798427733333334,0.9613666666666667,0.9152,0.0016111111111111094
22,0.8691360634529915,0.954451282051282,0.9106133333333334,0.0013333333333333402
23,0.8701515367619048,0.9509714285714286,0.9150133333333333,0.00010476190476190908
24,0.8563377934222222,0.9435466666666666,0.9075733333333333,0.000355555555555546
