iter,clu,keep,forget,bonus
0,1.0,1.0,1.0,0.0
1,0.9774666666666666,0.9774666666666666,1.0,0.0
2,0.9513333333333334,0.9513333333333334,1.0,0.0
3,0.958,0.958,1.0,0.0
4,0.9162666666666666,0.9162666666666666,1.0,0.0
5,0.9542666666666666,0.9542666666666666,1.0,0.0
6,0.9355809523809524,0.9355809523809524,1.0,0.0
7,0.9275666666666667,0.9275666666666667,1.0,0.0
8,0.9202962962962963,0.9202962962962963,1.0,0.0
9,0.9030400000000001,0.9030400000000001,1.0,0.0
10,0.7253781392592593,0.7609925925925926,0.9532,0.0
11,0.5275324422222223,0.5636833333333333,0.9358666666666667,0.0
12,0.5919359288888888,0.6295999999999999,0.9401777777777778,0.0
13,0.6002188644444444,0.6355333333333333,0.9444333333333333,0.0
14,0.5669546311111111,0.5913333333333333,0.9587733333333334,0.0
15,0.8010339875555557,0.9094666666666666,0.8807733333333334,0.0
16,0.7907421866666666,0.9206666666666666,0.85888,0.0
17,0.7876615266666667,0.9285833333333333,0.84824,0.0
18,0.7786055205925927,0.928325925925926,0.83872,0.0
19,0.7876435669333334,0.9300533333333333,0.8468800000000001,0.0
20,0.7892103660606061,0.9276969696969697,0.85072,0.0
21,0.7854132954074073,0.9217888888888889,0.8520533333333333,0.0
22,0.7824720711111112,0.9202666666666667,0.8502666666666667,0.0
23,0.7850722153650794,0.9138380952380952,0.8590933333333334,0.0
24,0.7791747496296296,0.9068888888888889,0.8591733333333333,0.0
25,0.7955439333333333,0.9102333333333333,0.874,0.005241666666666672
26,0.7805271703703703,0.9069803921568628,0.8605777777777778,0.006250980392156873
27,0.8281029886419753,0.9119407407407407,0.9080666666666667,0.006074074074074077
28,0.8959859649122807,0.8959859649122807,1.0,0.00047719298245613455
29,0.8705799999999999,0.8705799999999999,1.0,0.0
