0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.794,0.2,0.164,0.244,0.218,0.17,0.16,0.238,0.148,0.204,0.304,0.214,0.174,0.17,0.202,0.2,0.202,0.274,0.264,0.264
0.628,0.624,0.196,0.212,0.192,0.122,0.168,0.174,0.21,0.234,0.318,0.152,0.18,0.184,0.192,0.22,0.2,0.248,0.244,0.25
0.55,0.538,0.504,0.208,0.238,0.16,0.174,0.214,0.24,0.204,0.2,0.17,0.22,0.126,0.15,0.188,0.2,0.12,0.256,0.208
0.62,0.618,0.588,0.796,0.188,0.116,0.232,0.216,0.214,0.2,0.216,0.182,0.158,0.166,0.208,0.226,0.2,0.192,0.344,0.23
0.536,0.59,0.622,0.636,0.606,0.174,0.228,0.192,0.186,0.292,0.278,0.168,0.216,0.18,0.21,0.208,0.194,0.144,0.186,0.228
0.694,0.716,0.666,0.744,0.692,0.852,0.208,0.236,0.216,0.226,0.268,0.184,0.142,0.164,0.184,0.21,0.198,0.142,0.286,0.21
0.626,0.59,0.568,0.618,0.624,0.306,0.196,0.292,0.162,0.234,0.292,0.174,0.168,0.264,0.224,0.232,0.202,0.184,0.256,0.204
0.62,0.63,0.6,0.624,0.258,0.328,0.172,0.248,0.138,0.276,0.29,0.198,0.202,0.164,0.25,0.282,0.198,0.228,0.22,0.17
0.604,0.624,0.53,0.29,0.292,0.32,0.226,0.276,0.136,0.282,0.296,0.172,0.166,0.162,0.252,0.216,0.226,0.118,0.258,0.134
0.622,0.578,0.342,0.214,0.342,0.294,0.264,0.266,0.11,0.256,0.32,0.206,0.172,0.178,0.238,0.224,0.2,0.148,0.264,0.234
0.548,0.368,0.334,0.186,0.298,0.174,0.23,0.252,0.164,0.182,0.282,0.186,0.128,0.218,0.214,0.2,0.198,0.136,0.176,0.218
0.622,0.192,0.176,0.23,0.236,0.19,0.13,0.316,0.148,0.22,0.2,0.172,0.168,0.192,0.196,0.186,0.2,0.234,0.226,0.27
0.494,0.694,0.25,0.202,0.184,0.184,0.252,0.162,0.226,0.144,0.242,0.222,0.162,0.186,0.176,0.182,0.21,0.24,0.266,0.23
0.468,0.484,0.682,0.206,0.222,0.2,0.172,0.16,0.266,0.3,0.204,0.19,0.174,0.226,0.132,0.218,0.188,0.13,0.262,0.14
0.542,0.588,0.646,0.676,0.2,0.198,0.246,0.202,0.284,0.324,0.172,0.254,0.196,0.17,0.172,0.184,0.194,0.178,0.254,0.194
0.606,0.606,0.666,0.708,0.794,0.174,0.166,0.102,0.21,0.266,0.17,0.244,0.194,0.164,0.194,0.178,0.2,0.148,0.178,0.19
0.5,0.556,0.666,0.546,0.59,0.576,0.182,0.194,0.168,0.308,0.142,0.16,0.194,0.166,0.138,0.21,0.196,0.174,0.208,0.186
0.578,0.586,0.606,0.656,0.668,0.336,0.222,0.232,0.194,0.286,0.138,0.25,0.168,0.208,0.196,0.202,0.202,0.16,0.236,0.158
0.542,0.43,0.518,0.49,0.254,0.28,0.16,0.2,0.276,0.276,0.18,0.214,0.16,0.198,0.148,0.232,0.2,0.162,0.2,0.166
0.464,0.46,0.576,0.316,0.234,0.242,0.146,0.282,0.244,0.272,0.246,0.18,0.13,0.218,0.174,0.224,0.198,0.252,0.174,0.148
0.442,0.526,0.344,0.212,0.184,0.23,0.172,0.198,0.234,0.182,0.232,0.144,0.176,0.198,0.2,0.192,0.22,0.24,0.184,0.18
0.488,0.296,0.298,0.296,0.242,0.206,0.198,0.228,0.208,0.228,0.25,0.152,0.172,0.186,0.21,0.16,0.202,0.272,0.174,0.156
0.828,0.144,0.136,0.198,0.192,0.23,0.204,0.142,0.06,0.192,0.248,0.324,0.116,0.192,0.186,0.208,0.202,0.254,0.198,0.184
0.772,0.84,0.204,0.216,0.184,0.2,0.196,0.24,0.068,0.248,0.214,0.212,0.12,0.16,0.208,0.158,0.162,0.22,0.244,0.24
0.708,0.768,0.692,0.216,0.146,0.212,0.186,0.262,0.194,0.144,0.248,0.16,0.14,0.166,0.166,0.172,0.202,0.234,0.166,0.296
0.588,0.626,0.59,0.4,0.134,0.204,0.154,0.21,0.216,0.176,0.218,0.096,0.152,0.154,0.186,0.176,0.268,0.192,0.174,0.278
0.632,0.74,0.63,0.602,0.564,0.17,0.138,0.21,0.072,0.194,0.27,0.102,0.208,0.18,0.184,0.19,0.218,0.19,0.188,0.36
0.632,0.776,0.642,0.606,0.478,0.638,0.152,0.2,0.158,0.238,0.224,0.176,0.196,0.166,0.208,0.204,0.206,0.122,0.196,0.346
0.69,0.692,0.582,0.592,0.552,0.296,0.164,0.174,0.126,0.23,0.228,0.074,0.144,0.102,0.206,0.234,0.304,0.17,0.158,0.344
0.692,0.794,0.518,0.588,0.282,0.346,0.15,0.186,0.134,0.24,0.252,0.09,0.162,0.154,0.206,0.238,0.214,0.166,0.22,0.322
0.758,0.77,0.51,0.326,0.29,0.328,0.198,0.172,0.142,0.246,0.234,0.142,0.15,0.146,0.204,0.26,0.204,0.228,0.176,0.312
0.572,0.726,0.336,0.306,0.288,0.306,0.236,0.236,0.162,0.22,0.216,0.19,0.142,0.178,0.256,0.202,0.15,0.212,0.166,0.326
0.676,0.334,0.326,0.236,0.238,0.158,0.214,0.21,0.084,0.288,0.208,0.25,0.154,0.166,0.184,0.208,0.18,0.246,0.14,0.232
