0,1,2,3,4,5,6,7,8,9,10
[0.8056],[0.6092],[0.5208],[0.6256],[0.5404],[0.704],[0.6488],[0.6412],[0.6392],[0.6432],[0.556]
[0.6708],[0.5068],[0.4628],[0.5392],[0.6224],[0.5176],[0.6044],[0.536],[0.456],[0.4624],[0.5032]
[0.8344],[0.7624],[0.6976],[0.5556],[0.6528],[0.6648],[0.6808],[0.692],[0.7524],[0.578],[0.69]
