0,1,2,3,4,5,6,7,8,9,10
[0.794],[0.628],[0.55],[0.62],[0.536],[0.694],[0.626],[0.62],[0.604],[0.622],[0.548]
[0.622],[0.494],[0.468],[0.542],[0.606],[0.5],[0.578],[0.542],[0.464],[0.442],[0.488]
[0.828],[0.772],[0.708],[0.588],[0.632],[0.632],[0.69],[0.692],[0.758],[0.572],[0.676]
