0,1,2,3,4,5,6,7,8,9,10
[0.21126315789473685],[0.22736842105263158],[0.22726315789473683],[0.27842105263157896],[0.29147368421052633],[0.34442105263157896],[0.30473684210526314],[0.2882105263157895],[0.26189473684210524],[0.25526315789473686],[0.21810526315789475]
[0.2043157894736842],[0.2323157894736842],[0.23978947368421052],[0.2806315789473684],[0.2922105263157895],[0.2926315789473684],[0.3002105263157895],[0.2496842105263158],[0.24821052631578946],[0.22357894736842104],[0.21757894736842107]
[0.19],[0.22810526315789473],[0.25105263157894736],[0.2423157894736842],[0.2847368421052632],[0.3122105263157895],[0.2827368421052632],[0.2769473684210526],[0.2651578947368421],[0.2554736842105263],[0.21347368421052632]
