0,1,2,3,4,5,6,7,8,9,10
[0.19557894736842105],[0.20589473684210527],[0.25326315789473686],[0.23863157894736842],[0.2716842105263158],[0.30378947368421055],[0.31642105263157894],[0.3217894736842105],[0.32126315789473686],[0.32452631578947366],[0.31705263157894736]
[0.20105263157894737],[0.21263157894736842],[0.24863157894736843],[0.26821052631578945],[0.2696842105263158],[0.3058947368421053],[0.31705263157894736],[0.32],[0.3158947368421053],[0.3174736842105263],[0.3228421052631579]
[0.20557894736842106],[0.20189473684210527],[0.24357894736842106],[0.28557894736842104],[0.2534736842105263],[0.27610526315789474],[0.3046315789473684],[0.3063157894736842],[0.3056842105263158],[0.30505263157894735],[0.30926315789473685]
