0,1,2,3,4,5,6,7,8,9,10
[0.6212],[0.6512],[0.688],[0.5284],[0.5404],[0.6732],[0.6972],[0.682],[0.7032],[0.6468],[0.6704]
[0.8048],[0.662],[0.6944],[0.6176],[0.3888],[0.6736],[0.6652],[0.6984],[0.706],[0.6784],[0.7372]
[0.592],[0.5536],[0.6056],[0.6664],[0.5092],[0.5472],[0.6208],[0.6464],[0.614],[0.6016],[0.6316]
