0,1,2,3,4,5,6,7,8,9,10
[0.1936],[0.21366315789473683],[0.2633684210526316],[0.25597894736842103],[0.28170526315789474],[0.3310315789473684],[0.3452842105263158],[0.35029473684210527],[0.3456842105263158],[0.3493263157894737],[0.3467578947368421]
[0.1964],[0.2167578947368421],[0.2514105263157895],[0.27650526315789475],[0.28025263157894736],[0.32610526315789473],[0.33812631578947366],[0.3416421052631579],[0.34014736842105264],[0.3431368421052632],[0.34450526315789476]
[0.20223157894736843],[0.2027157894736842],[0.2581263157894737],[0.3063368421052632],[0.27286315789473686],[0.29513684210526314],[0.3372842105263158],[0.3357473684210526],[0.3367157894736842],[0.3380421052631579],[0.33810526315789474]
