0,1,2,3,4,5,6,7,8,9,10
[0.606],[0.59],[0.614],[0.472],[0.548],[0.596],[0.65],[0.634],[0.646],[0.624],[0.61]
[0.782],[0.694],[0.712],[0.618],[0.412],[0.692],[0.668],[0.704],[0.738],[0.696],[0.758]
[0.548],[0.522],[0.574],[0.646],[0.518],[0.526],[0.62],[0.606],[0.572],[0.58],[0.592]
