0,1,2,3,4,5,6,7,8,9,10
[0.6],[0.596],[0.52],[0.59],[0.648],[0.582],[0.354],[0.296],[0.316],[0.316],[0.314]
[0.54],[0.49],[0.548],[0.646],[0.536],[0.58],[0.308],[0.37],[0.306],[0.276],[0.264]
[0.672],[0.586],[0.546],[0.484],[0.538],[0.618],[0.41],[0.356],[0.314],[0.312],[0.312]
