0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
[0.1850105263157895],[0.22715789473684211],[0.2641263157894737],[0.29126315789473683],[0.3200421052631579],[0.33610526315789474],[0.3584842105263158],[0.4004842105263158],[0.4420210526315789],[0.42770526315789476],[0.5139157894736842],[0.5530526315789474],[0.5851368421052632],[0.5932421052631579],[0.6440210526315789],[0.6606105263157894],[0.7068421052631579],[0.7162736842105263],[0.7618736842105264],[0.7921684210526316],[0.6981894736842105],[0.6614315789473684],[0.6432631578947369],[0.6099789473684211],[0.5830526315789474],[0.5616210526315789],[0.5032],[0.5226526315789474],[0.5036421052631579],[0.46985263157894736],[0.5006315789473684],[0.5118947368421053],[0.4729052631578947],[0.4361263157894737],[0.42602105263157897],[0.4085684210526316],[0.35046315789473687],[0.3058947368421053],[0.29957894736842106]
