0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
[0.18663157894736843],[0.22357894736842104],[0.2578947368421053],[0.2776842105263158],[0.3083157894736842],[0.3106315789473684],[0.3290526315789474],[0.36473684210526314],[0.39978947368421053],[0.3933684210526316],[0.46189473684210525],[0.4942105263157895],[0.521578947368421],[0.5222105263157895],[0.5725263157894737],[0.5841052631578947],[0.6221052631578947],[0.6321052631578947],[0.6725263157894736],[0.6946315789473684],[0.6021052631578947],[0.5851578947368421],[0.5735789473684211],[0.5343157894736842],[0.5107368421052632],[0.4978947368421053],[0.45842105263157895],[0.46357894736842103],[0.45252631578947367],[0.4166315789473684],[0.4497894736842105],[0.462],[0.4296842105263158],[0.3917894736842105],[0.3831578947368421],[0.36305263157894735],[0.31694736842105264],[0.2788421052631579],[0.274]
