0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.83,0.186,0.18,0.156,0.092,0.132,0.224,0.18,0.236,0.192,0.312,0.226,0.242,0.2,0.144,0.178,0.186,0.198,0.114,0.168
0.754,0.644,0.156,0.272,0.14,0.194,0.188,0.21,0.194,0.198,0.238,0.26,0.236,0.2,0.194,0.164,0.172,0.204,0.182,0.202
0.634,0.574,0.644,0.208,0.156,0.194,0.178,0.19,0.182,0.208,0.256,0.296,0.242,0.2,0.272,0.188,0.254,0.2,0.268,0.19
0.788,0.54,0.626,0.734,0.142,0.202,0.178,0.21,0.156,0.2,0.194,0.206,0.244,0.198,0.228,0.236,0.25,0.218,0.258,0.256
0.744,0.556,0.682,0.722,0.742,0.214,0.18,0.24,0.188,0.2,0.092,0.234,0.248,0.2,0.222,0.226,0.182,0.21,0.256,0.264
0.724,0.492,0.626,0.662,0.696,0.654,0.128,0.174,0.208,0.188,0.132,0.226,0.224,0.2,0.25,0.186,0.174,0.206,0.24,0.236
0.748,0.532,0.716,0.584,0.666,0.498,0.77,0.138,0.198,0.192,0.14,0.24,0.2,0.2,0.22,0.124,0.22,0.172,0.214,0.228
0.736,0.534,0.74,0.736,0.616,0.556,0.744,0.73,0.19,0.202,0.104,0.162,0.192,0.2,0.29,0.152,0.186,0.2,0.124,0.272
0.754,0.64,0.724,0.73,0.608,0.56,0.714,0.688,0.81,0.178,0.148,0.114,0.214,0.2,0.214,0.172,0.222,0.164,0.196,0.3
0.668,0.528,0.662,0.676,0.606,0.54,0.692,0.566,0.706,0.614,0.176,0.16,0.172,0.182,0.164,0.184,0.232,0.248,0.158,0.208
0.786,0.638,0.722,0.738,0.694,0.58,0.774,0.662,0.726,0.75,0.742,0.17,0.182,0.198,0.18,0.18,0.232,0.24,0.154,0.214
0.784,0.628,0.744,0.748,0.706,0.592,0.72,0.694,0.732,0.712,0.704,0.826,0.182,0.2,0.238,0.156,0.162,0.232,0.18,0.234
0.796,0.636,0.718,0.74,0.694,0.558,0.732,0.678,0.736,0.704,0.694,0.782,0.76,0.196,0.244,0.182,0.19,0.224,0.178,0.264
