0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
[0.83],[0.754],[0.634],[0.788],[0.744],[0.724],[0.748],[0.736],[0.754],[0.668],[0.786],[0.784],[0.796],[0.736],[0.752],[0.722],[0.768],[0.742],[0.802],[0.774],[0.72],[0.734],[0.724],[0.644],[0.638],[0.72],[0.67],[0.612],[0.664],[0.59],[0.646],[0.644],[0.68],[0.644],[0.654],[0.582],[0.538],[0.51],[0.532]
