task,iter,attack_acc,cv_acc,auc
2,2,0.6719,0.2333,0.8052
2,3,0.6875,0.3333,0.8477
2,4,0.75,0.8167,0.8564
2,5,0.7188,0.75,0.8926
2,6,0.7656,0.75,0.8516
2,7,0.7812,0.7833,0.8105
2,8,0.7656,0.7167,0.9121
2,9,0.7344,0.7667,0.8604
2,10,0.7188,0.75,0.8955
2,2,0.6094,0.1833,0.623
2,3,0.6719,0.25,0.7236
2,4,0.7812,0.7333,0.9043
2,5,0.8125,0.7167,0.9004
2,6,0.7656,0.7167,0.9531
2,7,0.75,0.35,0.9912
2,8,0.75,0.7333,0.957
2,9,0.7344,0.2667,0.8545
2,10,0.7031,0.3,0.9629
