task,iter,attack_acc,cv_acc,auc
2,11,0.554,0.106,0.55
2,12,0.544,0.102,0.5564
2,13,0.536,0.094,0.535
2,14,0.422,0.112,0.4244
2,15,0.498,0.112,0.5133
2,16,0.48,0.104,0.4637
2,17,0.536,0.122,0.5241
2,18,0.522,0.126,0.5284
2,19,0.498,0.082,0.5083
2,20,0.5,0.094,0.5216
2,11,0.524,0.116,0.5394
2,12,0.534,0.108,0.5479
2,13,0.54,0.112,0.5437
