task,iter,attack_acc,cv_acc,auc
2,2,0.658,0.254,0.709
2,3,0.596,0.188,0.6208
2,4,0.558,0.208,0.6325
2,5,0.556,0.138,0.6071
2,6,0.504,0.178,0.5319
2,7,0.498,0.146,0.5325
2,8,0.514,0.146,0.5619
2,9,0.554,0.166,0.5837
2,10,0.548,0.118,0.5756
2,2,0.694,0.266,0.8014
2,3,0.606,0.208,0.7071
2,4,0.588,0.202,0.6314
2,5,0.554,0.182,0.5916
2,6,0.572,0.098,0.6151
2,7,0.478,0.096,0.4538
2,8,0.456,0.09,0.4345
2,9,0.528,0.118,0.5627
2,10,0.542,0.168,0.5664
