task,iter,attack_acc,cv_acc,auc
6,6,0.6914,0.2549,0.757
6,7,0.7539,0.302,0.8419
6,8,0.7383,0.7294,0.878
6,9,0.7148,0.749,0.8389
6,10,0.7422,0.7373,0.8928
6,6,0.5742,0.2078,0.6142
6,7,0.6484,0.2235,0.7077
6,8,0.6992,0.2,0.7125
6,9,0.6797,0.2235,0.7058
6,10,0.6602,0.2275,0.7102
