task,iter,attack_acc,cv_acc,auc
8,11,0.7031,0.8,0.9131
8,12,0.75,0.2667,0.8838
8,13,0.7344,0.55,0.8154
8,14,0.6406,0.7333,0.7314
8,15,0.6719,0.6,0.7451
8,16,0.6562,0.5667,0.7505
8,17,0.6562,0.4667,0.7598
8,18,0.7031,0.6167,0.7373
8,19,0.7188,0.4167,0.7832
8,20,0.5781,0.6333,0.6147
8,11,0.7031,0.7167,0.8193
8,12,0.7656,0.25,0.8809
8,13,0.5625,0.2667,0.8257
8,14,0.6719,0.1833,0.8442
8,15,0.5938,0.1833,0.6245
8,16,0.5469,0.2667,0.5981
8,17,0.625,0.2333,0.6523
8,18,0.4844,0.2333,0.4531
8,19,0.6406,0.0667,0.6904
8,20,0.6562,0.25,0.6191
