task,iter,attack_acc,cv_acc,auc
5,5,0.66,0.252,0.755
5,6,0.622,0.204,0.6681
5,7,0.602,0.202,0.6313
5,8,0.576,0.212,0.6283
5,9,0.558,0.152,0.5935
5,10,0.588,0.128,0.6052
5,5,0.586,0.174,0.6543
5,6,0.528,0.15,0.5647
5,7,0.504,0.172,0.5057
5,8,0.506,0.104,0.5256
5,9,0.522,0.088,0.5213
5,10,0.51,0.094,0.5059
