task,iter,attack_acc,cv_acc,auc
8,8,0.604,0.196,0.6938
8,9,0.576,0.196,0.6302
8,10,0.544,0.164,0.5839
8,8,0.65,0.242,0.7217
8,9,0.586,0.234,0.6296
8,10,0.598,0.212,0.6303
