task,iter,attack_acc,cv_acc,auc
3,3,0.638,0.25,0.7183
3,4,0.628,0.226,0.6433
3,5,0.568,0.17,0.5931
3,6,0.588,0.13,0.6365
3,7,0.566,0.124,0.594
3,8,0.54,0.154,0.575
3,9,0.558,0.146,0.5681
3,10,0.576,0.126,0.5797
3,3,0.708,0.272,0.7841
3,4,0.63,0.208,0.702
3,5,0.58,0.188,0.6216
3,6,0.59,0.176,0.6397
3,7,0.55,0.164,0.5758
3,8,0.54,0.124,0.5707
3,9,0.524,0.16,0.5343
3,10,0.536,0.122,0.5333
