task,iter,attack_acc,cv_acc,auc
6,6,0.594,0.208,0.6303
6,7,0.566,0.192,0.6007
6,8,0.558,0.116,0.5936
6,9,0.526,0.134,0.5401
6,10,0.524,0.136,0.518
6,6,0.67,0.222,0.737
6,7,0.646,0.22,0.7112
6,8,0.604,0.19,0.6526
6,9,0.608,0.142,0.6716
6,10,0.602,0.192,0.6244
