task,iter,attack_acc,cv_acc,auc
4,11,0.508,0.106,0.5062
4,12,0.532,0.104,0.533
4,13,0.468,0.118,0.4911
4,14,0.544,0.1,0.5307
4,15,0.478,0.102,0.4716
4,16,0.51,0.108,0.5211
4,17,0.496,0.106,0.5072
4,18,0.528,0.088,0.5326
4,19,0.504,0.1,0.4856
4,20,0.528,0.086,0.5603
4,11,0.576,0.1,0.6041
4,12,0.546,0.094,0.563
4,13,0.528,0.106,0.5531
