task,iter,attack_acc,cv_acc,auc
8,8,0.6875,0.2333,0.6108
8,9,0.6719,0.25,0.877
8,10,0.7812,0.3167,0.9287
8,8,0.6875,0.25,0.8193
8,9,0.75,0.25,0.8721
8,10,0.7969,0.7,0.9219
