task,iter,attack_acc,cv_acc,auc
2,2,0.6836,0.2588,0.7398
2,3,0.7266,0.702,0.7875
2,4,0.7891,0.698,0.8704
2,5,0.7422,0.7137,0.7998
2,6,0.7422,0.7216,0.8304
2,7,0.7305,0.7333,0.8377
2,8,0.7383,0.7255,0.8199
2,9,0.7188,0.7333,0.8238
2,10,0.7266,0.302,0.8525
2,2,0.6875,0.2784,0.7611
2,3,0.7305,0.6784,0.8135
2,4,0.75,0.7333,0.8873
2,5,0.7891,0.7922,0.8883
2,6,0.7617,0.7333,0.8977
2,7,0.7539,0.702,0.8239
2,8,0.7734,0.749,0.8922
2,9,0.7461,0.7569,0.8458
2,10,0.7852,0.7373,0.8519
