task,iter,attack_acc,cv_acc,auc
2,2,0.6875,0.1333,0.7642
2,3,0.8125,0.6667,0.7764
2,4,0.8594,0.7833,0.9189
2,5,0.7656,0.7667,0.9277
2,6,0.7344,0.8167,0.9336
2,7,0.8125,0.75,0.9287
2,8,0.7344,0.7333,0.917
2,9,0.7656,0.8167,0.959
2,10,0.7031,0.7833,0.8975
2,2,0.7031,0.2333,0.835
2,3,0.7344,0.75,0.874
2,4,0.7188,0.8,0.8154
2,5,0.75,0.8,0.8613
2,6,0.875,0.8167,0.9463
2,7,0.7656,0.7833,0.8994
2,8,0.8125,0.8167,0.9033
2,9,0.875,0.7667,0.9453
2,10,0.7812,0.8167,0.9229
