task,iter,attack_acc,cv_acc,auc
5,5,0.65,0.264,0.7375
5,6,0.614,0.208,0.6611
5,7,0.574,0.204,0.6582
5,8,0.576,0.186,0.6177
5,9,0.566,0.162,0.5655
5,10,0.568,0.11,0.597
5,5,0.656,0.23,0.7067
5,6,0.612,0.242,0.6509
5,7,0.616,0.204,0.6572
5,8,0.562,0.172,0.6037
5,9,0.56,0.152,0.5882
5,10,0.54,0.152,0.5719
