task,iter,attack_acc,cv_acc,auc
2,2,0.5664,0.1647,0.5871
2,3,0.668,0.2627,0.6905
2,4,0.668,0.2784,0.7188
2,5,0.6719,0.251,0.7274
2,6,0.6992,0.251,0.7352
2,7,0.6836,0.2667,0.7563
2,8,0.6641,0.2745,0.7288
2,9,0.6445,0.2784,0.7005
2,10,0.668,0.2745,0.683
2,2,0.6016,0.2196,0.642
2,3,0.668,0.3137,0.7539
2,4,0.6797,0.2588,0.7704
2,5,0.6562,0.4667,0.7603
2,6,0.707,0.302,0.7815
2,7,0.7031,0.7098,0.749
2,8,0.6953,0.2706,0.7909
2,9,0.7344,0.2745,0.8159
2,10,0.7227,0.2745,0.7712
