task,iter,attack_acc,cv_acc,auc
5,5,0.688,0.288,0.7484
5,6,0.622,0.408,0.6666
5,7,0.61,0.17,0.6507
5,8,0.586,0.18,0.6193
5,9,0.566,0.174,0.5945
5,10,0.498,0.158,0.5197
5,5,0.65,0.194,0.6724
5,6,0.558,0.21,0.6037
5,7,0.558,0.206,0.6233
5,8,0.526,0.136,0.5337
5,9,0.524,0.102,0.5436
5,10,0.54,0.128,0.5529
