task,iter,attack_acc,cv_acc,auc
7,7,0.622,0.17,0.6886
7,8,0.582,0.152,0.6171
7,9,0.558,0.15,0.5826
7,10,0.542,0.146,0.5674
7,7,0.672,0.63,0.7417
7,8,0.596,0.244,0.659
7,9,0.588,0.226,0.6239
7,10,0.612,0.204,0.6244
