task,iter,attack_acc,cv_acc,auc
8,8,0.61,0.198,0.6109
8,9,0.592,0.158,0.5964
8,10,0.548,0.166,0.5893
8,8,0.64,0.246,0.6811
8,9,0.606,0.2,0.6638
8,10,0.59,0.17,0.6222
