task,iter,attack_acc,cv_acc,auc
3,3,0.704,0.262,0.7856
3,4,0.604,0.254,0.6436
3,5,0.56,0.202,0.5927
3,6,0.58,0.176,0.5971
3,7,0.528,0.168,0.581
3,8,0.53,0.132,0.5621
3,9,0.522,0.142,0.5329
3,10,0.538,0.092,0.5316
3,3,0.602,0.18,0.6747
3,4,0.574,0.172,0.6127
3,5,0.562,0.116,0.6181
3,6,0.552,0.118,0.5857
3,7,0.556,0.134,0.5625
3,8,0.478,0.102,0.4753
3,9,0.536,0.108,0.5476
3,10,0.466,0.098,0.4361
