task,iter,attack_acc,cv_acc,auc
8,8,0.5898,0.2157,0.715
8,9,0.6523,0.251,0.7134
8,10,0.7109,0.2431,0.8048
8,8,0.6562,0.2392,0.7872
8,9,0.7109,0.2863,0.8108
8,10,0.707,0.7294,0.7968
