task,iter,attack_acc,cv_acc,auc
4,4,0.672,0.248,0.7636
4,5,0.616,0.16,0.6578
4,6,0.592,0.148,0.618
4,7,0.582,0.158,0.5782
4,8,0.552,0.132,0.5745
4,9,0.57,0.144,0.6081
4,10,0.53,0.112,0.5588
4,4,0.612,0.21,0.6638
4,5,0.584,0.1,0.5913
4,6,0.548,0.114,0.5282
4,7,0.508,0.096,0.5048
4,8,0.502,0.104,0.4883
4,9,0.474,0.108,0.4502
4,10,0.486,0.092,0.5035
