task,iter,attack_acc,cv_acc,auc
3,3,0.676,0.284,0.7408
3,4,0.634,0.176,0.6739
3,5,0.582,0.17,0.6168
3,6,0.556,0.15,0.6038
3,7,0.562,0.134,0.5891
3,8,0.548,0.112,0.5644
3,9,0.518,0.126,0.5273
3,10,0.528,0.11,0.5522
3,3,0.598,0.188,0.6417
3,4,0.594,0.126,0.6344
3,5,0.532,0.172,0.5556
3,6,0.548,0.172,0.5818
3,7,0.518,0.098,0.5571
3,8,0.544,0.11,0.5715
3,9,0.536,0.138,0.5717
3,10,0.49,0.146,0.5357
