task,iter,attack_acc,cv_acc,auc
7,11,0.6641,0.2549,0.7605
7,12,0.6289,0.2078,0.6854
7,13,0.582,0.2549,0.6055
7,14,0.5234,0.1059,0.5009
7,15,0.5156,0.1176,0.5194
7,16,0.4805,0.0863,0.4529
7,17,0.4922,0.1216,0.4213
7,18,0.5586,0.1137,0.5715
7,19,0.5117,0.0941,0.4751
7,20,0.5312,0.1137,0.5372
7,11,0.7227,0.6078,0.7589
7,12,0.8086,0.702,0.8365
7,13,0.793,0.7176,0.816
