task,iter,attack_acc,cv_acc,auc
4,4,0.616,0.232,0.6923
4,5,0.594,0.146,0.6437
4,6,0.568,0.12,0.6009
4,7,0.532,0.18,0.5665
4,8,0.518,0.138,0.5391
4,9,0.582,0.096,0.5586
4,10,0.544,0.118,0.5732
4,4,0.672,0.218,0.7617
4,5,0.598,0.252,0.6197
4,6,0.57,0.218,0.6016
4,7,0.572,0.146,0.576
4,8,0.546,0.164,0.5603
4,9,0.554,0.132,0.5953
4,10,0.536,0.118,0.5526
