task,iter,attack_acc,cv_acc,auc
8,8,0.628,0.22,0.7107
8,9,0.61,0.2,0.6689
8,10,0.6,0.164,0.6413
8,8,0.658,0.262,0.7382
8,9,0.632,0.214,0.6896
8,10,0.618,0.198,0.6557
