,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.9069869384765625,0.888484619140625,0.900560546875,0.914322021484375,0.92442333984375,0.8803292846679688,0.90296484375,0.9191702880859375,0.9346482543945313,0.890136474609375,0.9161295776367188,0.876946044921875,0.907741943359375,0.9107130737304687,0.8781051025390625,0.877221923828125,0.877209716796875,0.9156787109375,0.9202393798828125,0.936593017578125
1,0.9137084350585938,0.885618408203125,0.8987261352539062,0.905500732421875,0.9236135864257813,0.8780167846679687,0.906976806640625,0.9195291748046875,0.9323057250976563,0.8846375732421875,0.920659912109375,0.8769749755859375,0.900002685546875,0.9036707763671875,0.88835107421875,0.8833965454101562,0.8785872802734375,0.9110781860351562,0.9237646484375,0.9391474609375
2,0.9153934326171875,0.8858401489257812,0.9034169311523438,0.90355322265625,0.925765380859375,0.88959814453125,0.910315185546875,0.9222780151367187,0.9320230102539062,0.88723486328125,0.91524755859375,0.881312744140625,0.9057579345703125,0.9075777587890625,0.891807861328125,0.8769151000976563,0.883083251953125,0.9153770751953125,0.9268792724609375,0.9417910766601563
3,0.9128229370117188,0.893892333984375,0.90327685546875,0.907661376953125,0.9223409423828125,0.8907910766601562,0.9058981323242188,0.9316170654296875,0.9266824951171875,0.8932266845703125,0.9219547119140625,0.8831848754882813,0.9100569458007812,0.9122554931640625,0.8851070556640624,0.88291845703125,0.8824256591796875,0.9145582275390625,0.927822265625,0.94018701171875
4,0.915541015625,0.8867161254882813,0.8974644165039063,0.9091834716796875,0.9180665893554687,0.8828261108398437,0.9059649047851562,0.9203746337890625,0.9359985961914062,0.8876091918945312,0.917761962890625,0.88027783203125,0.9044525146484375,0.9111632690429687,0.8878858642578125,0.88350634765625,0.88199365234375,0.9147630615234374,0.9213255615234375,0.9399364624023437
5,0.9130137329101562,0.8970755615234375,0.90096875,0.906558349609375,0.918568359375,0.8829237060546875,0.9108819580078125,0.925155029296875,0.935890625,0.888027099609375,0.9186569213867187,0.8800958862304687,0.9058870239257812,0.9145670776367187,0.8855777587890625,0.8876957397460937,0.8873472900390625,0.9133131103515625,0.9249310913085937,0.9410977783203125
6,0.9128035888671875,0.8966796875,0.90362060546875,0.8986135864257813,0.9074571533203125,0.886685302734375,0.8912044067382813,0.92697900390625,0.918350830078125,0.8918446044921875,0.9191127319335938,0.8809865112304688,0.9097823486328125,0.9063773193359375,0.8853382568359375,0.889093017578125,0.88549072265625,0.9061318359375,0.9105672607421875,0.9280072021484375
7,0.9069483642578124,0.89366748046875,0.903799560546875,0.9076088256835938,0.9105740966796875,0.88847021484375,0.8963714599609375,0.9218479614257813,0.9210857543945312,0.8933258056640625,0.9053070068359375,0.8775862426757812,0.9051556396484375,0.9043580322265625,0.8861097412109376,0.887680908203125,0.8793629150390625,0.9087515869140625,0.8998857421875,0.9262838134765625
8,0.9138943481445313,0.8811414184570312,0.901530517578125,0.901743408203125,0.8994518432617188,0.8944313354492187,0.8931271362304688,0.9144589233398438,0.92160107421875,0.8798355712890625,0.9060513305664063,0.9043461303710938,0.91357861328125,0.89199169921875,0.886102783203125,0.888903076171875,0.8900631103515625,0.9040601196289062,0.8844506225585937,0.9227575073242188
9,0.9143878173828125,0.895771484375,0.8881678466796875,0.91547998046875,0.9026292724609375,0.8888741455078125,0.9053560791015625,0.9246471557617187,0.907579833984375,0.8826447143554688,0.904516357421875,0.90275537109375,0.9101080322265624,0.884664794921875,0.890625,0.8833416137695312,0.8940670166015625,0.894094482421875,0.8901090698242188,0.9272268676757812
10,0.9189595947265625,0.8998051147460937,0.8976651000976562,0.9040136108398438,0.8834989013671875,0.8787896728515625,0.905298828125,0.90979443359375,0.9224747314453124,0.8990655517578126,0.8922486572265625,0.9143983154296875,0.90018505859375,0.8735310668945313,0.8829927978515625,0.8774800415039062,0.8840439453125,0.8878085327148437,0.886528564453125,0.9135964965820312
11,0.90978271484375,0.9007459106445312,0.8913341674804688,0.9097274169921875,0.8853712158203125,0.8924454345703124,0.8931166381835938,0.9148875732421875,0.9161807861328125,0.9003389282226563,0.889900634765625,0.9089736328125,0.8925196533203125,0.8612798461914063,0.8767681274414062,0.8773577880859375,0.8744212036132812,0.8790509643554687,0.880931884765625,0.9028634033203125
12,0.9046473388671875,0.896993896484375,0.904472900390625,0.9020986328125,0.8777255859375,0.8826327514648438,0.8841771850585938,0.91949169921875,0.925203857421875,0.8859462280273438,0.8880770874023437,0.9080850219726563,0.8870799560546875,0.86697265625,0.8656217651367187,0.8708306884765625,0.878361572265625,0.8522975463867187,0.8884755859375,0.8997803344726563
13,0.8886480102539063,0.9088353271484375,0.8885046997070313,0.8893167724609375,0.875578857421875,0.87602099609375,0.9398915405273438,0.8983992919921875,0.9360040283203125,0.8835145263671875,0.8817591552734375,0.9005333862304687,0.8793550415039062,0.8807450561523438,0.8477265625,0.861264404296875,0.83543994140625,0.8201732177734375,0.87040478515625,0.8801917114257812
14,0.8714756469726562,0.8958516845703125,0.8690829467773438,0.8719470825195312,0.8395924072265625,0.9309691162109375,0.9262923583984375,0.8959832763671876,0.8919935302734375,0.8889179077148438,0.8758861083984375,0.9012919921875,0.8419027099609375,0.853470703125,0.8295185546875,0.8515660400390626,0.808118896484375,0.7968414306640625,0.8589656982421875,0.8287653198242187
15,0.8610032958984375,0.87626953125,0.8497050170898437,0.8526817016601562,0.89563134765625,0.9191419677734375,0.9455701904296875,0.8853194580078125,0.8919395751953125,0.8614163818359375,0.871016357421875,0.89720703125,0.8726425170898438,0.8436553955078125,0.8404056396484375,0.8343228149414063,0.8214122314453125,0.804443603515625,0.8391898803710938,0.815635009765625
16,0.8430301513671875,0.8707650146484375,0.814096923828125,0.9199625244140625,0.8650450439453125,0.9138724365234375,0.9456926879882812,0.8916239624023438,0.896091064453125,0.878297607421875,0.8761509399414062,0.8817724609375,0.865757080078125,0.8535120239257813,0.817358154296875,0.8554632568359375,0.8412173461914062,0.8009156494140625,0.83528369140625,0.8147377319335938
17,0.82765966796875,0.8735316772460937,0.8752960205078125,0.9087493286132813,0.8886488647460937,0.9176268920898437,0.9274365234375,0.900936767578125,0.9261463012695312,0.891922607421875,0.9148203125,0.89094921875,0.8860076293945313,0.8447410888671875,0.8641763916015625,0.85324609375,0.8567818603515625,0.8373248901367187,0.85216796875,0.8439092407226563
18,0.8457049560546875,0.926558349609375,0.8818062133789063,0.8989046630859375,0.876576416015625,0.912256591796875,0.945061279296875,0.9033097534179687,0.8854158935546875,0.88194580078125,0.906910400390625,0.8857691650390624,0.89157763671875,0.8690592041015625,0.81484130859375,0.82567041015625,0.8339523315429688,0.7940357666015625,0.8590836791992188,0.8484818725585938
19,0.9035660400390625,0.88050830078125,0.9263951416015626,0.9071766357421875,0.8980704345703125,0.9188037719726563,0.9118900756835937,0.8977380981445312,0.9118934326171875,0.8933980712890625,0.9133832397460937,0.908724609375,0.880787109375,0.90221240234375,0.8875535278320312,0.87670458984375,0.90597802734375,0.88338330078125,0.9158161010742187,0.9064456787109375
