0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.838],[0.6768],[0.6404],[0.6472],[0.65],[0.6532],[0.6404],[0.6432],[0.656],[0.6636],[0.6728],[0.6248],[0.5756],[0.584],[0.5616],[0.5672],[0.5944],[0.5528],[0.5752],[0.5804],[0.5432]
[0.8504],[0.7728],[0.7376],[0.7],[0.7216],[0.692],[0.7156],[0.7024],[0.7072],[0.7092],[0.6884],[0.6608],[0.6268],[0.6528],[0.6536],[0.614],[0.6264],[0.6328],[0.6012],[0.6044],[0.6324]
[0.9032],[0.7988],[0.7376],[0.7256],[0.704],[0.6872],[0.718],[0.7116],[0.7172],[0.6664],[0.6904],[0.6092],[0.6096],[0.6232],[0.6044],[0.5932],[0.59],[0.6112],[0.6104],[0.6128],[0.5724]
