0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0.19221052631578947],[0.2228421052631579],[0.26421052631578945],[0.2923157894736842],[0.3208421052631579],[0.3446315789473684],[0.3723157894736842],[0.38652631578947366],[0.42336842105263156],[0.446],[0.47410526315789475],[0.3897894736842105],[0.37305263157894736],[0.3542105263157895],[0.3365263157894737],[0.31557894736842107],[0.29473684210526313],[0.27621052631578946],[0.2483157894736842],[0.22578947368421054],[0.2071578947368421]
[0.194],[0.22821052631578947],[0.2537894736842105],[0.2754736842105263],[0.2870526315789474],[0.3117894736842105],[0.3449473684210526],[0.3718947368421053],[0.39389473684210524],[0.432],[0.4577894736842105],[0.40821052631578947],[0.3718947368421053],[0.35547368421052633],[0.33431578947368423],[0.31],[0.2867368421052632],[0.2637894736842105],[0.2411578947368421],[0.2183157894736842],[0.19778947368421052]
[0.19073684210526315],[0.22621052631578947],[0.26463157894736844],[0.288],[0.3081052631578947],[0.31884210526315787],[0.3568421052631579],[0.3911578947368421],[0.4123157894736842],[0.4266315789473684],[0.46673684210526317],[0.40989473684210526],[0.36747368421052634],[0.36326315789473684],[0.3466315789473684],[0.31273684210526315],[0.3002105263157895],[0.28642105263157897],[0.2656842105263158],[0.23789473684210527],[0.20463157894736841]
