0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.646,0.218,0.21,0.17,0.094,0.218,0.164,0.162,0.132,0.164,0.164,0.206,0.188,0.314,0.216,0.22,0.198,0.214,0.2,0.2
0.574,0.508,0.128,0.214,0.188,0.254,0.23,0.218,0.126,0.206,0.212,0.214,0.23,0.228,0.298,0.178,0.2,0.22,0.21,0.172
0.524,0.468,0.712,0.194,0.102,0.308,0.23,0.222,0.15,0.302,0.254,0.234,0.194,0.254,0.266,0.324,0.172,0.232,0.24,0.162
0.58,0.492,0.622,0.796,0.106,0.284,0.206,0.184,0.17,0.254,0.236,0.242,0.224,0.284,0.25,0.26,0.176,0.278,0.294,0.196
0.578,0.482,0.622,0.664,0.808,0.294,0.208,0.216,0.122,0.234,0.208,0.206,0.212,0.254,0.306,0.27,0.18,0.328,0.292,0.19
0.588,0.504,0.636,0.658,0.732,0.824,0.226,0.238,0.104,0.218,0.246,0.244,0.198,0.272,0.258,0.246,0.192,0.276,0.28,0.196
0.572,0.488,0.664,0.622,0.734,0.72,0.84,0.238,0.15,0.242,0.228,0.266,0.192,0.3,0.274,0.226,0.17,0.3,0.216,0.204
0.604,0.484,0.62,0.628,0.708,0.704,0.78,0.826,0.148,0.206,0.222,0.288,0.2,0.246,0.252,0.214,0.182,0.252,0.186,0.198
0.618,0.518,0.656,0.636,0.694,0.744,0.69,0.758,0.774,0.242,0.278,0.284,0.156,0.258,0.26,0.254,0.174,0.276,0.196,0.196
0.618,0.482,0.622,0.628,0.682,0.758,0.686,0.708,0.754,0.83,0.252,0.256,0.18,0.256,0.266,0.21,0.18,0.318,0.206,0.2
0.612,0.518,0.63,0.658,0.674,0.746,0.688,0.718,0.728,0.752,0.888,0.268,0.174,0.266,0.242,0.222,0.174,0.25,0.21,0.202
0.576,0.336,0.54,0.578,0.586,0.626,0.546,0.644,0.664,0.676,0.364,0.222,0.16,0.238,0.216,0.204,0.186,0.23,0.19,0.2
0.532,0.322,0.494,0.58,0.572,0.616,0.61,0.674,0.604,0.342,0.408,0.25,0.166,0.24,0.21,0.21,0.184,0.19,0.216,0.2
0.53,0.354,0.49,0.566,0.578,0.612,0.634,0.634,0.25,0.308,0.434,0.21,0.19,0.252,0.204,0.196,0.202,0.186,0.228,0.202
0.508,0.35,0.518,0.514,0.582,0.608,0.564,0.348,0.246,0.308,0.37,0.23,0.174,0.224,0.216,0.256,0.204,0.252,0.23,0.2
0.502,0.312,0.498,0.568,0.568,0.568,0.36,0.304,0.23,0.28,0.29,0.216,0.196,0.212,0.234,0.28,0.204,0.25,0.226,0.2
0.538,0.292,0.478,0.56,0.544,0.354,0.312,0.262,0.214,0.218,0.284,0.228,0.192,0.246,0.256,0.252,0.2,0.28,0.228,0.2
0.476,0.32,0.468,0.494,0.254,0.334,0.27,0.226,0.19,0.22,0.25,0.236,0.194,0.268,0.25,0.274,0.2,0.362,0.238,0.2
