0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[0.17726315789473684],[0.2131578947368421],[0.24747368421052632],[0.27242105263157895],[0.2863157894736842],[0.304],[0.30915789473684213],[0.3510526315789474],[0.3746315789473684],[0.4388421052631579],[0.45263157894736844],[0.4357894736842105],[0.4147368421052632],[0.3798947368421053],[0.36347368421052634],[0.34442105263157896],[0.4128421052631579],[0.43494736842105264],[0.4473684210526316],[0.4734736842105263],[0.48547368421052634],[0.4904210526315789],[0.5106315789473684],[0.5217894736842106],[0.544],[0.5433684210526316]
[0.21747368421052632],[0.2256842105263158],[0.23494736842105263],[0.27263157894736845],[0.26463157894736844],[0.29368421052631577],[0.32673684210526316],[0.3658947368421053],[0.35547368421052633],[0.43294736842105264],[0.462],[0.43694736842105264],[0.4028421052631579],[0.37094736842105264],[0.3451578947368421],[0.329578947368421],[0.4008421052631579],[0.42778947368421055],[0.4477894736842105],[0.47726315789473683],[0.49515789473684213],[0.5309473684210526],[0.5491578947368421],[0.5641052631578948],[0.5716842105263158],[0.5727368421052632]
