0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[0.17570526315789473],[0.21642105263157896],[0.2532842105263158],[0.2850947368421053],[0.29953684210526316],[0.315978947368421],[0.32425263157894735],[0.3794105263157895],[0.4084421052631579],[0.48338947368421054],[0.4889263157894737],[0.4850315789473684],[0.45448421052631577],[0.4162736842105263],[0.39974736842105263],[0.3723578947368421],[0.4519157894736842],[0.4725684210526316],[0.48574736842105265],[0.5195368421052632],[0.5390736842105263],[0.5486736842105263],[0.5765263157894737],[0.5937684210526316],[0.6169473684210526],[0.6226947368421053]
[0.21932631578947367],[0.2314736842105263],[0.23901052631578948],[0.2794736842105263],[0.2749473684210526],[0.30842105263157893],[0.3503157894736842],[0.3992631578947368],[0.3909684210526316],[0.4807578947368421],[0.5096842105263157],[0.496021052631579],[0.4607157894736842],[0.4159157894736842],[0.38898947368421055],[0.36294736842105263],[0.4462736842105263],[0.4727368421052632],[0.4992],[0.5288],[0.5507578947368421],[0.5915578947368421],[0.6225894736842106],[0.6395157894736843],[0.6527578947368421],[0.6619368421052632]
