0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[0.7524],[0.5312],[0.6088],[0.6164],[0.564],[0.5308],[0.6552],[0.6384],[0.6544],[0.6836],[0.6156],[0.7124],[0.686],[0.6596],[0.646],[0.6292],[0.6888],[0.6984],[0.6912],[0.6672],[0.6728],[0.6832],[0.6864],[0.6968],[0.676],[0.6776]
[0.5752],[0.4972],[0.5604],[0.5656],[0.5324],[0.576],[0.6552],[0.6056],[0.5804],[0.6844],[0.6376],[0.7304],[0.7112],[0.6708],[0.6576],[0.6604],[0.7384],[0.6968],[0.7012],[0.696],[0.6996],[0.7204],[0.7116],[0.7148],[0.7028],[0.6792]
