task,stage,attack_acc,cv_acc,auc
0,pre,0.6289,0.1882,0.6502
0,pre,0.5391,0.1176,0.5841
0,pre,0.7344,0.6353,0.7853
0,pre,0.7734,0.7059,0.829
0,pre,0.7148,0.7333,0.7799
0,pre,0.7383,0.298,0.8479
0,pre,0.7344,0.298,0.8517
0,pre,0.7656,0.7333,0.8486
0,pre,0.7227,0.7373,0.855
0,pre,0.7617,0.7373,0.8704
0,pre,0.7227,0.2824,0.7962
0,pre,0.7031,0.2824,0.8189
