0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
[0.5888],[0.6016],[0.6548],[0.6696],[0.5804],[0.6584],[0.6052],[0.6724],[0.5808],[0.694],[0.6972],[0.6464],[0.7064],[0.6916],[0.6732],[0.6796],[0.6488],[0.6312],[0.6732],[0.6632],[0.6164],[0.5892],[0.6224],[0.64],[0.6264],[0.624],[0.5564],[0.5476],[0.5716],[0.5544],[0.54],[0.582],[0.5796],[0.5624],[0.5524],[0.5704],[0.5344],[0.5716],[0.5704]
