0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
[0.20713684210526315],[0.22924210526315789],[0.25305263157894736],[0.29482105263157893],[0.3025894736842105],[0.32490526315789475],[0.35917894736842104],[0.4125263157894737],[0.42136842105263156],[0.47018947368421055],[0.5037684210526315],[0.4905473684210526],[0.5515368421052631],[0.586021052631579],[0.6272210526315789],[0.6610526315789473],[0.678821052631579],[0.6928],[0.7449473684210526],[0.7594105263157894],[0.6830947368421053],[0.6505052631578947],[0.6235578947368421],[0.6092842105263158],[0.5898526315789474],[0.5667368421052632],[0.5350947368421053],[0.529621052631579],[0.5247368421052632],[0.4807368421052632],[0.4457894736842105],[0.4493894736842105],[0.4143157894736842],[0.4012631578947368],[0.3687157894736842],[0.37082105263157894],[0.31642105263157894],[0.28837894736842107],[0.2440842105263158]
