0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
[0.58],[0.574],[0.61],[0.61],[0.51],[0.604],[0.54],[0.61],[0.536],[0.67],[0.668],[0.576],[0.66],[0.662],[0.66],[0.632],[0.594],[0.584],[0.638],[0.64],[0.558],[0.536],[0.56],[0.582],[0.594],[0.55],[0.506],[0.502],[0.508],[0.53],[0.496],[0.574],[0.576],[0.514],[0.524],[0.552],[0.488],[0.54],[0.536]
