0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
[0.20968421052631578],[0.22357894736842104],[0.2468421052631579],[0.2865263157894737],[0.2888421052631579],[0.29568421052631577],[0.32452631578947366],[0.36705263157894735],[0.37694736842105264],[0.41242105263157897],[0.4385263157894737],[0.43536842105263157],[0.4767368421052632],[0.5067368421052632],[0.5441052631578948],[0.5787368421052631],[0.584421052631579],[0.6017894736842105],[0.6447368421052632],[0.6596842105263158],[0.5937894736842105],[0.5684210526315789],[0.5510526315789473],[0.5438947368421052],[0.5252631578947369],[0.5032631578947369],[0.48368421052631577],[0.4766315789473684],[0.4769473684210526],[0.43694736842105264],[0.3990526315789474],[0.41378947368421054],[0.37305263157894736],[0.3642105263157895],[0.3389473684210526],[0.3413684210526316],[0.29010526315789475],[0.2694736842105263],[0.23178947368421052]
