0,1,2,3,4,5,6,7,8,9,10
[0.684],[0.666],[0.654],[0.658],[0.556],[0.64],[0.316],[0.608],[0.418],[0.412],[0.548]
[0.484],[0.53],[0.522],[0.488],[0.528],[0.57],[0.338],[0.266],[0.474],[0.388],[0.454]
[0.706],[0.566],[0.71],[0.69],[0.634],[0.694],[0.348],[0.382],[0.27],[0.348],[0.374]
