0,1,2,3,4,5,6,7,8,9,10
[0.1904],[0.23517894736842104],[0.2538105263157895],[0.29134736842105263],[0.29322105263157894],[0.34970526315789474],[0.23953684210526316],[0.29351578947368423],[0.2613263157894737],[0.22781052631578946],[0.21576842105263158]
[0.2023157894736842],[0.23273684210526316],[0.2556631578947368],[0.28362105263157894],[0.3248421052631579],[0.34246315789473686],[0.28054736842105266],[0.23738947368421054],[0.25490526315789475],[0.23349473684210525],[0.21505263157894736]
[0.1815578947368421],[0.21494736842105264],[0.25134736842105265],[0.2601894736842105],[0.3016842105263158],[0.3337684210526316],[0.23654736842105265],[0.2336421052631579],[0.1992],[0.2188842105263158],[0.21856842105263158]
