0,1,2,3,4,5,6,7,8,9,10
[0.1966315789473684],[0.22905263157894737],[0.24989473684210525],[0.2803157894736842],[0.27873684210526317],[0.3352631578947368],[0.24178947368421053],[0.2836842105263158],[0.26],[0.23],[0.21242105263157895]
[0.2063157894736842],[0.23136842105263158],[0.24863157894736843],[0.27063157894736845],[0.3142105263157895],[0.33063157894736844],[0.27],[0.23294736842105263],[0.2518947368421053],[0.23326315789473684],[0.2151578947368421]
[0.1828421052631579],[0.21326315789473685],[0.23968421052631578],[0.24789473684210525],[0.28557894736842104],[0.3161052631578947],[0.23526315789473684],[0.22694736842105262],[0.19736842105263158],[0.21042105263157895],[0.2102105263157895]
