0,1,2,3,4,5,6,7,8,9,10
[0.2052842105263158],[0.24187368421052632],[0.2616],[0.3040421052631579],[0.3331789473684211],[0.3836],[0.4107578947368421],[0.4381052631578947],[0.46269473684210527],[0.4795578947368421],[0.5126315789473684]
